year,state-name,sector-name,fuel-name,value
1981,Oklahoma,Commercial carbon dioxide emissions,Coal,0.007202
1981,Oklahoma,Commercial carbon dioxide emissions,Petroleum,0.443919
1981,Oklahoma,Commercial carbon dioxide emissions,Natural Gas,2.221485
1981,Oklahoma,Transportation carbon dioxide emissions,Petroleum,21.835488
1981,Oklahoma,Transportation carbon dioxide emissions,Natural Gas,1.195018
1981,Oklahoma,Electric Power carbon dioxide emissions,Coal,13.623653
1981,Oklahoma,Electric Power carbon dioxide emissions,Petroleum,0.01785
1981,Oklahoma,Electric Power carbon dioxide emissions,Natural Gas,15.859873
1981,Oklahoma,Industrial carbon dioxide emissions,Coal,1.362826
1981,Oklahoma,Industrial carbon dioxide emissions,Petroleum,6.132804
1981,Oklahoma,Industrial carbon dioxide emissions,Natural Gas,13.142714
1981,Oregon,Residential carbon dioxide emissions,Coal,0.00144
1981,Oregon,Residential carbon dioxide emissions,Petroleum,1.241268
1981,Oregon,Residential carbon dioxide emissions,Natural Gas,0.950012
1981,Oregon,Commercial carbon dioxide emissions,Coal,0.006338
1981,Oregon,Commercial carbon dioxide emissions,Petroleum,1.068815
1981,Oregon,Commercial carbon dioxide emissions,Natural Gas,0.825946
1981,Oregon,Transportation carbon dioxide emissions,Petroleum,17.643013
1981,Oregon,Transportation carbon dioxide emissions,Natural Gas,0.2019
1981,Oregon,Electric Power carbon dioxide emissions,Coal,1.887239
1981,Oregon,Electric Power carbon dioxide emissions,Petroleum,0.015679
1981,Oregon,Electric Power carbon dioxide emissions,Natural Gas,0.010339
1981,Oregon,Industrial carbon dioxide emissions,Coal,0.55864
1981,Oregon,Industrial carbon dioxide emissions,Petroleum,3.329066
1981,Oregon,Industrial carbon dioxide emissions,Natural Gas,2.097788
1981,Pennsylvania,Residential carbon dioxide emissions,Coal,0.743656
1981,Pennsylvania,Residential carbon dioxide emissions,Petroleum,11.6294
1981,Pennsylvania,Residential carbon dioxide emissions,Natural Gas,15.486347
1981,Pennsylvania,Commercial carbon dioxide emissions,Coal,3.387554
1981,Pennsylvania,Commercial carbon dioxide emissions,Petroleum,3.442614
1981,Pennsylvania,Commercial carbon dioxide emissions,Natural Gas,6.966457
1981,Pennsylvania,Transportation carbon dioxide emissions,Petroleum,52.819976
1981,Pennsylvania,Transportation carbon dioxide emissions,Natural Gas,1.829243
1981,Pennsylvania,Electric Power carbon dioxide emissions,Coal,90.735171
1981,Pennsylvania,Electric Power carbon dioxide emissions,Petroleum,8.192889
1981,Pennsylvania,Electric Power carbon dioxide emissions,Natural Gas,0.175814
1981,Pennsylvania,Industrial carbon dioxide emissions,Coal,45.748722
1981,Pennsylvania,Industrial carbon dioxide emissions,Petroleum,13.089247
1981,Pennsylvania,Industrial carbon dioxide emissions,Natural Gas,17.267074
1981,Rhode Island,Residential carbon dioxide emissions,Coal,0.002497
1981,Rhode Island,Residential carbon dioxide emissions,Petroleum,1.14822
1981,Rhode Island,Residential carbon dioxide emissions,Natural Gas,0.781568
1981,Rhode Island,Commercial carbon dioxide emissions,Coal,0.011236
1981,Rhode Island,Commercial carbon dioxide emissions,Petroleum,0.285172
1981,Rhode Island,Commercial carbon dioxide emissions,Natural Gas,0.372094
1981,Rhode Island,Transportation carbon dioxide emissions,Petroleum,3.634848
1981,Rhode Island,Transportation carbon dioxide emissions,Natural Gas,0.006044
1981,Rhode Island,Electric Power carbon dioxide emissions,Petroleum,0.587633
1981,Rhode Island,Electric Power carbon dioxide emissions,Natural Gas,0.141033
1981,Rhode Island,Industrial carbon dioxide emissions,Coal,0.004732
1981,Rhode Island,Industrial carbon dioxide emissions,Petroleum,0.522223
1981,Rhode Island,Industrial carbon dioxide emissions,Natural Gas,0.269149
1981,South Carolina,Residential carbon dioxide emissions,Coal,0.04379
1981,South Carolina,Residential carbon dioxide emissions,Petroleum,1.142608
1981,South Carolina,Residential carbon dioxide emissions,Natural Gas,1.029489
1981,South Carolina,Commercial carbon dioxide emissions,Coal,0.199646
1981,South Carolina,Commercial carbon dioxide emissions,Petroleum,0.487931
1981,South Carolina,Commercial carbon dioxide emissions,Natural Gas,1.054197
1981,South Carolina,Transportation carbon dioxide emissions,Petroleum,17.349822
1981,South Carolina,Transportation carbon dioxide emissions,Natural Gas,0.173375
1981,South Carolina,Electric Power carbon dioxide emissions,Coal,20.311833
1981,South Carolina,Electric Power carbon dioxide emissions,Petroleum,0.972361
1981,South Carolina,Electric Power carbon dioxide emissions,Natural Gas,0.271674
1981,South Carolina,Industrial carbon dioxide emissions,Coal,4.772906
1981,South Carolina,Industrial carbon dioxide emissions,Petroleum,2.988049
1981,South Carolina,Industrial carbon dioxide emissions,Natural Gas,4.941791
1981,South Dakota,Residential carbon dioxide emissions,Coal,0.018054
1981,South Dakota,Residential carbon dioxide emissions,Petroleum,0.528423
1981,South Dakota,Residential carbon dioxide emissions,Natural Gas,0.51843
1981,South Dakota,Commercial carbon dioxide emissions,Coal,0.082106
1981,South Dakota,Commercial carbon dioxide emissions,Petroleum,0.183095
1981,South Dakota,Commercial carbon dioxide emissions,Natural Gas,0.435029
1981,South Dakota,Transportation carbon dioxide emissions,Petroleum,4.256842
1981,South Dakota,Transportation carbon dioxide emissions,Natural Gas,0.003499
1981,South Dakota,Electric Power carbon dioxide emissions,Coal,3.045719
1981,South Dakota,Electric Power carbon dioxide emissions,Petroleum,0.02345
1981,South Dakota,Electric Power carbon dioxide emissions,Natural Gas,0.002863
1981,South Dakota,Industrial carbon dioxide emissions,Coal,0.297064
1981,South Dakota,Industrial carbon dioxide emissions,Petroleum,1.309699
1981,South Dakota,Industrial carbon dioxide emissions,Natural Gas,0.202596
1981,Tennessee,Residential carbon dioxide emissions,Coal,0.059251
1981,Tennessee,Residential carbon dioxide emissions,Petroleum,0.751652
1981,Tennessee,Residential carbon dioxide emissions,Natural Gas,2.254782
1981,Tennessee,Commercial carbon dioxide emissions,Coal,0.270036
1981,Tennessee,Commercial carbon dioxide emissions,Petroleum,0.777346
1981,Tennessee,Commercial carbon dioxide emissions,Natural Gas,2.299424
1981,Tennessee,Transportation carbon dioxide emissions,Petroleum,27.919063
1981,Tennessee,Transportation carbon dioxide emissions,Natural Gas,0.9454
1981,Tennessee,Electric Power carbon dioxide emissions,Coal,45.28108
1981,Tennessee,Electric Power carbon dioxide emissions,Petroleum,0.138595
1981,Tennessee,Electric Power carbon dioxide emissions,Natural Gas,0.017019
1981,Tennessee,Industrial carbon dioxide emissions,Coal,8.163911
1981,Tennessee,Industrial carbon dioxide emissions,Petroleum,4.305299
1981,Tennessee,Industrial carbon dioxide emissions,Natural Gas,6.237456
1981,Texas,Residential carbon dioxide emissions,Coal,0.001633
1981,Texas,Residential carbon dioxide emissions,Petroleum,1.411483
1981,Texas,Residential carbon dioxide emissions,Natural Gas,11.450199
1981,Texas,Commercial carbon dioxide emissions,Coal,0.007586
1981,Texas,Commercial carbon dioxide emissions,Petroleum,6.33402
1981,Texas,Commercial carbon dioxide emissions,Natural Gas,8.610395
1981,Texas,Transportation carbon dioxide emissions,Petroleum,123.899564
1981,Texas,Transportation carbon dioxide emissions,Natural Gas,5.574417
1981,Texas,Electric Power carbon dioxide emissions,Coal,72.951927
1981,Texas,Electric Power carbon dioxide emissions,Petroleum,0.670616
1981,Texas,Electric Power carbon dioxide emissions,Natural Gas,75.266238
1981,Texas,Industrial carbon dioxide emissions,Coal,8.583553
1981,Texas,Industrial carbon dioxide emissions,Petroleum,87.915547
1981,Texas,Industrial carbon dioxide emissions,Natural Gas,108.939698
1981,United States,Residential carbon dioxide emissions,Coal,2.888678
1981,United States,Residential carbon dioxide emissions,Petroleum,109.884735
1981,United States,Residential carbon dioxide emissions,Natural Gas,246.652963
1981,United States,Commercial carbon dioxide emissions,Coal,13.159375
1981,United States,Commercial carbon dioxide emissions,Petroleum,82.188025
1981,United States,Commercial carbon dioxide emissions,Natural Gas,136.659156
1981,United States,Transportation carbon dioxide emissions,Petroleum,1345.656935
1981,United States,Transportation carbon dioxide emissions,Natural Gas,34.97353
1981,United States,Electric Power carbon dioxide emissions,Coal,1200.603432
1981,United States,Electric Power carbon dioxide emissions,Petroleum,165.004513
1981,United States,Electric Power carbon dioxide emissions,Natural Gas,199.28866
1981,United States,Industrial carbon dioxide emissions,Coal,291.847305
1981,United States,Industrial carbon dioxide emissions,Petroleum,379.499288
1981,United States,Industrial carbon dioxide emissions,Natural Gas,419.713379
1981,Utah,Residential carbon dioxide emissions,Coal,0.07836
1981,Utah,Residential carbon dioxide emissions,Petroleum,0.107452
1981,Utah,Residential carbon dioxide emissions,Natural Gas,3.129771
1981,Utah,Commercial carbon dioxide emissions,Coal,0.357136
1981,Utah,Commercial carbon dioxide emissions,Petroleum,0.190003
1981,Utah,Commercial carbon dioxide emissions,Natural Gas,0.019617
1981,Utah,Transportation carbon dioxide emissions,Petroleum,8.718735
1981,Utah,Transportation carbon dioxide emissions,Natural Gas,0.041197
1981,Utah,Electric Power carbon dioxide emissions,Coal,10.802877
1981,Utah,Electric Power carbon dioxide emissions,Petroleum,0.034903
1981,Utah,Electric Power carbon dioxide emissions,Natural Gas,0.153016
1981,Utah,Industrial carbon dioxide emissions,Coal,5.304333
1981,Utah,Industrial carbon dioxide emissions,Petroleum,2.45439
1981,Utah,Industrial carbon dioxide emissions,Natural Gas,2.364098
1981,Vermont,Residential carbon dioxide emissions,Coal,0.010275
1981,Vermont,Residential carbon dioxide emissions,Petroleum,1.012764
1981,Vermont,Residential carbon dioxide emissions,Natural Gas,0.067919
1981,Vermont,Commercial carbon dioxide emissions,Coal,0.046767
1981,Vermont,Commercial carbon dioxide emissions,Petroleum,0.369132
1981,Vermont,Commercial carbon dioxide emissions,Natural Gas,0.043742
1981,Vermont,Transportation carbon dioxide emissions,Petroleum,2.425983
1981,Vermont,Electric Power carbon dioxide emissions,Coal,0.034431
1981,Vermont,Electric Power carbon dioxide emissions,Petroleum,0.007544
1981,Vermont,Electric Power carbon dioxide emissions,Natural Gas,0.010233
1981,Vermont,Industrial carbon dioxide emissions,Coal,0.007003
1981,Vermont,Industrial carbon dioxide emissions,Petroleum,0.328238
1981,Vermont,Industrial carbon dioxide emissions,Natural Gas,0.104111
1981,Virginia,Residential carbon dioxide emissions,Coal,0.055121
1981,Virginia,Residential carbon dioxide emissions,Petroleum,3.059898
1981,Virginia,Residential carbon dioxide emissions,Natural Gas,2.765894
1981,Virginia,Commercial carbon dioxide emissions,Coal,0.251214
1981,Virginia,Commercial carbon dioxide emissions,Petroleum,1.106604
1981,Virginia,Commercial carbon dioxide emissions,Natural Gas,1.912113
1981,Virginia,Transportation carbon dioxide emissions,Petroleum,33.826869
1981,Virginia,Transportation carbon dioxide emissions,Natural Gas,0.581046
1981,Virginia,Electric Power carbon dioxide emissions,Coal,15.443267
1981,Virginia,Electric Power carbon dioxide emissions,Petroleum,3.221335
1981,Virginia,Electric Power carbon dioxide emissions,Natural Gas,0.126771
1981,Virginia,Industrial carbon dioxide emissions,Coal,9.251129
1981,Virginia,Industrial carbon dioxide emissions,Petroleum,3.979082
1981,Virginia,Industrial carbon dioxide emissions,Natural Gas,2.726866
1981,Washington,Residential carbon dioxide emissions,Coal,0.048015
1981,Washington,Residential carbon dioxide emissions,Petroleum,1.66666
1981,Washington,Residential carbon dioxide emissions,Natural Gas,1.494687
1981,Washington,Commercial carbon dioxide emissions,Coal,0.218852
1981,Washington,Commercial carbon dioxide emissions,Petroleum,0.889523
1981,Washington,Commercial carbon dioxide emissions,Natural Gas,1.593887
1981,Washington,Transportation carbon dioxide emissions,Petroleum,28.931142
1981,Washington,Transportation carbon dioxide emissions,Natural Gas,0.127142
1981,Washington,Electric Power carbon dioxide emissions,Coal,7.6493
1981,Washington,Electric Power carbon dioxide emissions,Petroleum,0.0163
1981,Washington,Electric Power carbon dioxide emissions,Natural Gas,0.026828
1981,Washington,Industrial carbon dioxide emissions,Coal,0.725769
1981,Washington,Industrial carbon dioxide emissions,Petroleum,12.028112
1981,Washington,Industrial carbon dioxide emissions,Natural Gas,3.549619
1981,West Virginia,Residential carbon dioxide emissions,Coal,0.086907
1981,West Virginia,Residential carbon dioxide emissions,Petroleum,0.589421
1981,West Virginia,Residential carbon dioxide emissions,Natural Gas,2.598033
1981,West Virginia,Commercial carbon dioxide emissions,Coal,0.396028
1981,West Virginia,Commercial carbon dioxide emissions,Petroleum,0.381547
1981,West Virginia,Commercial carbon dioxide emissions,Natural Gas,1.223702
1981,West Virginia,Transportation carbon dioxide emissions,Petroleum,9.09951
1981,West Virginia,Transportation carbon dioxide emissions,Natural Gas,0.843654
1981,West Virginia,Electric Power carbon dioxide emissions,Coal,69.394498
1981,West Virginia,Electric Power carbon dioxide emissions,Petroleum,0.349815
1981,West Virginia,Electric Power carbon dioxide emissions,Natural Gas,0.010498
1981,West Virginia,Industrial carbon dioxide emissions,Coal,13.185103
1981,West Virginia,Industrial carbon dioxide emissions,Petroleum,2.48479
1981,West Virginia,Industrial carbon dioxide emissions,Natural Gas,3.35939
1981,Wisconsin,Residential carbon dioxide emissions,Coal,0.016517
1981,Wisconsin,Residential carbon dioxide emissions,Petroleum,3.940572
1981,Wisconsin,Residential carbon dioxide emissions,Natural Gas,5.960137
1981,Wisconsin,Commercial carbon dioxide emissions,Coal,0.075384
1981,Wisconsin,Commercial carbon dioxide emissions,Petroleum,0.618856
1981,Wisconsin,Commercial carbon dioxide emissions,Natural Gas,3.641891
1981,Wisconsin,Transportation carbon dioxide emissions,Petroleum,22.280057
1981,Wisconsin,Transportation carbon dioxide emissions,Natural Gas,0.433863
1981,Wisconsin,Electric Power carbon dioxide emissions,Coal,26.014353
1981,Wisconsin,Electric Power carbon dioxide emissions,Petroleum,0.18203
1981,Wisconsin,Electric Power carbon dioxide emissions,Natural Gas,0.396961
1981,Wisconsin,Industrial carbon dioxide emissions,Coal,4.984028
1981,Wisconsin,Industrial carbon dioxide emissions,Petroleum,3.127873
1981,Wisconsin,Industrial carbon dioxide emissions,Natural Gas,6.627848
1981,Wyoming,Residential carbon dioxide emissions,Coal,0.034955
1981,Wyoming,Residential carbon dioxide emissions,Petroleum,0.157143
1981,Wyoming,Residential carbon dioxide emissions,Natural Gas,0.500085
1981,Wyoming,Commercial carbon dioxide emissions,Coal,0.159314
1981,Wyoming,Commercial carbon dioxide emissions,Petroleum,0.160211
1981,Wyoming,Commercial carbon dioxide emissions,Natural Gas,0.253383
1981,Wyoming,Transportation carbon dioxide emissions,Petroleum,5.907572
1981,Wyoming,Transportation carbon dioxide emissions,Natural Gas,0.353909
1981,Wyoming,Electric Power carbon dioxide emissions,Coal,27.265759
1981,Wyoming,Electric Power carbon dioxide emissions,Petroleum,0.063159
1981,Wyoming,Electric Power carbon dioxide emissions,Natural Gas,0.004878
1981,Wyoming,Industrial carbon dioxide emissions,Coal,2.860488
1981,Wyoming,Industrial carbon dioxide emissions,Petroleum,4.701506
1981,Wyoming,Industrial carbon dioxide emissions,Natural Gas,2.643435
1982,Alabama,Residential carbon dioxide emissions,Coal,0.048495
1982,Alabama,Residential carbon dioxide emissions,Petroleum,0.716198
1982,Alabama,Residential carbon dioxide emissions,Natural Gas,2.617703
1982,Alabama,Commercial carbon dioxide emissions,Coal,0.236906
1982,Alabama,Commercial carbon dioxide emissions,Petroleum,0.595786
1982,Alabama,Commercial carbon dioxide emissions,Natural Gas,1.442727
1982,Alabama,Transportation carbon dioxide emissions,Petroleum,22.665506
1982,Alabama,Transportation carbon dioxide emissions,Natural Gas,0.882783
1982,Alabama,Electric Power carbon dioxide emissions,Coal,35.63421
1982,Alabama,Electric Power carbon dioxide emissions,Petroleum,0.027512
1982,Alabama,Electric Power carbon dioxide emissions,Natural Gas,0.079901
1982,Alabama,Industrial carbon dioxide emissions,Coal,12.385966
1982,Alabama,Industrial carbon dioxide emissions,Petroleum,5.547149
1982,Alabama,Industrial carbon dioxide emissions,Natural Gas,8.046428
1982,Alaska,Residential carbon dioxide emissions,Coal,0.128488
1982,Alaska,Residential carbon dioxide emissions,Petroleum,0.495495
1982,Alaska,Residential carbon dioxide emissions,Natural Gas,0.559096
1982,Alaska,Commercial carbon dioxide emissions,Coal,0.627172
1982,Alaska,Commercial carbon dioxide emissions,Petroleum,0.357472
1982,Alaska,Commercial carbon dioxide emissions,Natural Gas,1.283614
1982,Alaska,Transportation carbon dioxide emissions,Petroleum,7.263438
1982,Alaska,Transportation carbon dioxide emissions,Natural Gas,0.013467
1982,Alaska,Electric Power carbon dioxide emissions,Coal,0.505432
1982,Alaska,Electric Power carbon dioxide emissions,Petroleum,0.393293
1982,Alaska,Electric Power carbon dioxide emissions,Natural Gas,1.652845
1982,Alaska,Industrial carbon dioxide emissions,Petroleum,1.933417
1982,Alaska,Industrial carbon dioxide emissions,Natural Gas,8.702877
1982,Arizona,Electric Power carbon dioxide emissions,Coal,29.049324
1982,Arizona,Electric Power carbon dioxide emissions,Petroleum,0.178381
1982,Arizona,Electric Power carbon dioxide emissions,Natural Gas,1.743404
1982,Arizona,Industrial carbon dioxide emissions,Coal,2.915472
1982,Arizona,Industrial carbon dioxide emissions,Petroleum,1.182105
1982,Arizona,Industrial carbon dioxide emissions,Natural Gas,1.589295
1982,Arizona,Residential carbon dioxide emissions,Coal,0.000288
1982,Arizona,Residential carbon dioxide emissions,Petroleum,0.172489
1982,Arizona,Residential carbon dioxide emissions,Natural Gas,1.647119
1982,Arizona,Commercial carbon dioxide emissions,Coal,0.001633
1982,Arizona,Commercial carbon dioxide emissions,Petroleum,0.258333
1982,Arizona,Commercial carbon dioxide emissions,Natural Gas,1.458951
1982,Arizona,Transportation carbon dioxide emissions,Petroleum,17.243311
1982,Arizona,Transportation carbon dioxide emissions,Natural Gas,1.034049
1982,Arkansas,Residential carbon dioxide emissions,Coal,0.000768
1982,Arkansas,Residential carbon dioxide emissions,Petroleum,0.409598
1982,Arkansas,Residential carbon dioxide emissions,Natural Gas,2.369411
1982,Arkansas,Commercial carbon dioxide emissions,Coal,0.003745
1982,Arkansas,Commercial carbon dioxide emissions,Petroleum,0.307398
1982,Arkansas,Commercial carbon dioxide emissions,Natural Gas,1.555819
1982,Arkansas,Transportation carbon dioxide emissions,Petroleum,14.252639
1982,Arkansas,Transportation carbon dioxide emissions,Natural Gas,0.457563
1982,Arkansas,Electric Power carbon dioxide emissions,Coal,11.189228
1982,Arkansas,Electric Power carbon dioxide emissions,Petroleum,0.067906
1982,Arkansas,Electric Power carbon dioxide emissions,Natural Gas,1.829932
1982,Arkansas,Industrial carbon dioxide emissions,Coal,0.709928
1982,Arkansas,Industrial carbon dioxide emissions,Petroleum,3.977515
1982,Arkansas,Industrial carbon dioxide emissions,Natural Gas,5.586582
1982,California,Residential carbon dioxide emissions,Coal,0.000768
1982,California,Residential carbon dioxide emissions,Petroleum,0.975152
1982,California,Residential carbon dioxide emissions,Natural Gas,29.824651
1982,California,Commercial carbon dioxide emissions,Coal,0.003745
1982,California,Commercial carbon dioxide emissions,Petroleum,5.487048
1982,California,Commercial carbon dioxide emissions,Natural Gas,13.113808
1982,California,Transportation carbon dioxide emissions,Petroleum,158.512474
1982,California,Transportation carbon dioxide emissions,Natural Gas,0.716618
1982,California,Electric Power carbon dioxide emissions,Petroleum,7.607133
1982,California,Electric Power carbon dioxide emissions,Natural Gas,29.803868
1982,California,Industrial carbon dioxide emissions,Coal,6.438472
1982,California,Industrial carbon dioxide emissions,Petroleum,27.051026
1982,California,Industrial carbon dioxide emissions,Natural Gas,19.244582
1982,Colorado,Residential carbon dioxide emissions,Coal,0.044654
1982,Colorado,Residential carbon dioxide emissions,Petroleum,0.64124
1982,Colorado,Residential carbon dioxide emissions,Natural Gas,4.494611
1982,Colorado,Commercial carbon dioxide emissions,Coal,0.217796
1982,Colorado,Commercial carbon dioxide emissions,Petroleum,0.292107
1982,Colorado,Commercial carbon dioxide emissions,Natural Gas,3.555362
1982,Colorado,Transportation carbon dioxide emissions,Petroleum,17.813535
1982,Colorado,Transportation carbon dioxide emissions,Natural Gas,0.468962
1982,Colorado,Electric Power carbon dioxide emissions,Coal,23.593338
1982,Colorado,Electric Power carbon dioxide emissions,Petroleum,0.082917
1982,Colorado,Electric Power carbon dioxide emissions,Natural Gas,0.308948
1982,Colorado,Industrial carbon dioxide emissions,Coal,2.392531
1982,Colorado,Industrial carbon dioxide emissions,Petroleum,2.114423
1982,Colorado,Industrial carbon dioxide emissions,Natural Gas,2.964639
1982,Connecticut,Residential carbon dioxide emissions,Coal,0.011236
1982,Connecticut,Residential carbon dioxide emissions,Petroleum,5.490687
1982,Connecticut,Residential carbon dioxide emissions,Natural Gas,1.799976
1982,Connecticut,Commercial carbon dioxide emissions,Coal,0.054833
1982,Connecticut,Commercial carbon dioxide emissions,Petroleum,1.807082
1982,Connecticut,Commercial carbon dioxide emissions,Natural Gas,1.259172
1982,Connecticut,Transportation carbon dioxide emissions,Petroleum,13.209729
1982,Connecticut,Transportation carbon dioxide emissions,Natural Gas,0.035682
1982,Connecticut,Electric Power carbon dioxide emissions,Petroleum,8.232526
1982,Connecticut,Industrial carbon dioxide emissions,Coal,0.007098
1982,Connecticut,Industrial carbon dioxide emissions,Petroleum,2.422056
1982,Connecticut,Industrial carbon dioxide emissions,Natural Gas,1.114508
1982,Delaware,Residential carbon dioxide emissions,Coal,0.004802
1982,Delaware,Residential carbon dioxide emissions,Petroleum,0.597105
1982,Delaware,Residential carbon dioxide emissions,Natural Gas,0.365679
1982,Delaware,Commercial carbon dioxide emissions,Coal,0.023431
1982,Delaware,Commercial carbon dioxide emissions,Petroleum,0.809095
1982,Delaware,Commercial carbon dioxide emissions,Natural Gas,0.195909
1982,Delaware,Transportation carbon dioxide emissions,Petroleum,3.534344
1982,Delaware,Transportation carbon dioxide emissions,Natural Gas,0.001856
1982,Delaware,Electric Power carbon dioxide emissions,Coal,4.125921
1982,Delaware,Electric Power carbon dioxide emissions,Petroleum,1.887324
1982,Delaware,Electric Power carbon dioxide emissions,Natural Gas,0.284929
1982,Delaware,Industrial carbon dioxide emissions,Coal,0.404244
1982,Delaware,Industrial carbon dioxide emissions,Petroleum,1.817404
1982,Delaware,Industrial carbon dioxide emissions,Natural Gas,0.646261
1982,District of Columbia,Residential carbon dioxide emissions,Coal,0.050032
1982,District of Columbia,Residential carbon dioxide emissions,Petroleum,0.220869
1982,District of Columbia,Residential carbon dioxide emissions,Natural Gas,0.703204
1982,District of Columbia,Commercial carbon dioxide emissions,Coal,0.244204
1982,District of Columbia,Commercial carbon dioxide emissions,Petroleum,0.266876
1982,District of Columbia,Commercial carbon dioxide emissions,Natural Gas,0.856326
1982,District of Columbia,Transportation carbon dioxide emissions,Petroleum,2.603897
1982,District of Columbia,Transportation carbon dioxide emissions,Natural Gas,0.019299
1982,District of Columbia,Electric Power carbon dioxide emissions,Petroleum,0.117504
1982,District of Columbia,Industrial carbon dioxide emissions,Petroleum,0.101384
1982,Florida,Residential carbon dioxide emissions,Coal,0.001536
1982,Florida,Residential carbon dioxide emissions,Petroleum,0.876685
1982,Florida,Residential carbon dioxide emissions,Natural Gas,0.78178
1982,Florida,Commercial carbon dioxide emissions,Coal,0.007394
1982,Florida,Commercial carbon dioxide emissions,Petroleum,1.45623
1982,Florida,Commercial carbon dioxide emissions,Natural Gas,1.709577
1982,Florida,Transportation carbon dioxide emissions,Petroleum,66.588693
1982,Florida,Transportation carbon dioxide emissions,Natural Gas,0.236893
1982,Florida,Electric Power carbon dioxide emissions,Coal,21.807775
1982,Florida,Electric Power carbon dioxide emissions,Petroleum,25.840556
1982,Florida,Electric Power carbon dioxide emissions,Natural Gas,9.810079
1982,Florida,Industrial carbon dioxide emissions,Coal,1.022455
1982,Florida,Industrial carbon dioxide emissions,Petroleum,4.677073
1982,Florida,Industrial carbon dioxide emissions,Natural Gas,5.201259
1982,Georgia,Residential carbon dioxide emissions,Coal,0.005378
1982,Georgia,Residential carbon dioxide emissions,Petroleum,0.694322
1982,Georgia,Residential carbon dioxide emissions,Natural Gas,4.741473
1982,Georgia,Commercial carbon dioxide emissions,Coal,0.026504
1982,Georgia,Commercial carbon dioxide emissions,Petroleum,0.858903
1982,Georgia,Commercial carbon dioxide emissions,Natural Gas,2.988207
1982,Georgia,Transportation carbon dioxide emissions,Petroleum,38.199637
1982,Georgia,Transportation carbon dioxide emissions,Natural Gas,0.39256
1982,Georgia,Electric Power carbon dioxide emissions,Coal,48.36532
1982,Georgia,Electric Power carbon dioxide emissions,Petroleum,0.153877
1982,Georgia,Electric Power carbon dioxide emissions,Natural Gas,0.082234
1982,Georgia,Industrial carbon dioxide emissions,Coal,2.51568
1982,Georgia,Industrial carbon dioxide emissions,Petroleum,3.533634
1982,Georgia,Industrial carbon dioxide emissions,Natural Gas,7.539608
1982,Hawaii,Residential carbon dioxide emissions,Petroleum,0.041
1982,Hawaii,Residential carbon dioxide emissions,Natural Gas,0.062776
1982,Hawaii,Commercial carbon dioxide emissions,Petroleum,0.163265
1982,Hawaii,Commercial carbon dioxide emissions,Natural Gas,0.084249
1982,Hawaii,Transportation carbon dioxide emissions,Petroleum,7.324707
1982,Hawaii,Electric Power carbon dioxide emissions,Petroleum,4.977087
1982,Hawaii,Industrial carbon dioxide emissions,Coal,0.108738
1982,Hawaii,Industrial carbon dioxide emissions,Petroleum,2.147456
1982,Idaho,Residential carbon dioxide emissions,Coal,0.02564
1982,Idaho,Residential carbon dioxide emissions,Petroleum,0.186344
1982,Idaho,Residential carbon dioxide emissions,Natural Gas,0.389962
1982,Idaho,Commercial carbon dioxide emissions,Coal,0.125031
1982,Idaho,Commercial carbon dioxide emissions,Petroleum,0.287469
1982,Idaho,Commercial carbon dioxide emissions,Natural Gas,0.325596
1982,Idaho,Transportation carbon dioxide emissions,Petroleum,5.117286
1982,Idaho,Transportation carbon dioxide emissions,Natural Gas,0.176238
1982,Idaho,Electric Power carbon dioxide emissions,Petroleum,0.000148
1982,Idaho,Electric Power carbon dioxide emissions,Natural Gas,0.000318
1982,Idaho,Industrial carbon dioxide emissions,Coal,0.831856
1982,Idaho,Industrial carbon dioxide emissions,Petroleum,0.964276
1982,Idaho,Industrial carbon dioxide emissions,Natural Gas,1.319031
1982,Illinois,Residential carbon dioxide emissions,Coal,0.125511
1982,Illinois,Residential carbon dioxide emissions,Petroleum,2.255694
1982,Illinois,Residential carbon dioxide emissions,Natural Gas,24.847876
1982,Illinois,Commercial carbon dioxide emissions,Coal,0.612863
1982,Illinois,Commercial carbon dioxide emissions,Petroleum,2.408166
1982,Illinois,Commercial carbon dioxide emissions,Natural Gas,11.853098
1982,Illinois,Transportation carbon dioxide emissions,Petroleum,53.113875
1982,Illinois,Transportation carbon dioxide emissions,Natural Gas,0.761208
1982,Illinois,Electric Power carbon dioxide emissions,Coal,62.532546
1982,Illinois,Electric Power carbon dioxide emissions,Petroleum,3.611352
1982,Illinois,Electric Power carbon dioxide emissions,Natural Gas,0.563921
1982,Illinois,Industrial carbon dioxide emissions,Coal,10.556822
1982,Illinois,Industrial carbon dioxide emissions,Petroleum,15.409464
1982,Illinois,Industrial carbon dioxide emissions,Natural Gas,15.147744
1982,Indiana,Residential carbon dioxide emissions,Coal,0.210594
1982,Indiana,Residential carbon dioxide emissions,Petroleum,2.672856
1982,Indiana,Residential carbon dioxide emissions,Natural Gas,8.623173
1982,Indiana,Commercial carbon dioxide emissions,Coal,1.028001
1982,Indiana,Commercial carbon dioxide emissions,Petroleum,0.854271
1982,Indiana,Commercial carbon dioxide emissions,Natural Gas,3.873429
1982,Indiana,Transportation carbon dioxide emissions,Petroleum,30.179856
1982,Indiana,Transportation carbon dioxide emissions,Natural Gas,0.469651
1982,Indiana,Electric Power carbon dioxide emissions,Coal,63.30734
1982,Indiana,Electric Power carbon dioxide emissions,Petroleum,0.226086
